year,university,school,degree,Key,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,gross_monthly_mean.1,gross_monthly_median.1,gross_mthly_25_percentile.1,gross_mthly_75_percentile.1
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,181,91.3,91.3,3311,3200,3467,3300,3075,3625,3467,3300,3075,3625
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,182,75,61.4,2806,2750,2854,2800,2500,3170,2854,2800,2500,3170
2014,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,183,86.7,86.7,2954,2900,3285,3200,2950,3755,3285,3200,2950,3755
2014,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,184,85.7,82.1,3072,2900,3141,3000,2800,3480,3141,3000,2800,3480
2014,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,185,89.3,89.3,2430,2400,2503,2500,2200,2600,2503,2500,2200,2600
2014,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Occupational Therapy),186,100,100,3127,3100,3151,3100,3000,3338,3151,3100,3000,3338
2014,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Physiotherapy),187,100,100,3204,3200,3229,3200,3000,3500,3229,3200,3000,3500
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,188,88,88,3396,3000,3415,3000,2849,4194,3415,3000,2849,4194
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,189,85.7,75,3217,3100,3333,3150,2900,3500,3333,3150,2900,3500
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,190,92.3,92.3,3229,3000,3424,3250,2950,3556,3424,3250,2950,3556
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,191,93,87.3,3067,3050,3209,3100,2964,3443,3209,3100,2964,3443
2014,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,192,97.2,94.4,3230,3260,3464,3511,3115,3860,3464,3511,3115,3860
2014,Singapore Institute of Technology,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),193,88.8,78,2445,2500,2634,2500,2300,2900,2634,2500,2300,2900
2014,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,194,97.1,97.1,2509,2600,2553,2600,2475,2613,2553,2600,2475,2613
2015,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,195,98.6,97.3,4225,3500,4438,3770,3000,4850,4438,3770,3000,4850
2015,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),196,97.3,96.5,3182,2850,3240,2875,2850,3125,3240,2875,2850,3125
2015,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),197,92.2,87.6,3343,3100,3502,3200,2900,3700,3502,3200,2900,3700
2015,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,198,100,100,4036,4184,4395,4583,3800,4876,4395,4583,3800,4876
2015,Nanyang Technological University,College of Engineering,Aerospace Engineering,199,86,86,3699,3650,3724,3700,3450,4000,3724,3700,3450,4000
2015,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,200,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Bioengineering,201,92.6,76.5,3079,3000,3197,3113,2900,3450,3197,3113,2900,3450
2015,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,202,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering,203,86.8,80.9,3156,3100,3373,3300,3000,3600,3373,3300,3000,3600
2015,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering and Economics **,204,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Computer Engineering,205,85.1,83,3489,3350,3577,3500,3200,4000,3577,3500,3200,4000
2015,Nanyang Technological University,College of Engineering,Civil Engineering,206,95.3,93,3125,3100,3206,3200,3000,3300,3206,3200,3000,3300
2015,Nanyang Technological University,College of Engineering,Computer Science,207,92.4,91.4,3489,3300,3535,3300,3150,3800,3535,3300,3150,3800
2015,Nanyang Technological University,College of Engineering,Electrical And Electronic Engineering,208,88.6,86.2,3345,3200,3446,3300,3000,3690,3446,3300,3000,3690
2015,Nanyang Technological University,College of Engineering,Environmental Engineering,209,89.7,82.1,3472,3200,3673,3300,3000,3835,3673,3300,3000,3835
2015,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,210,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Information Engineering And Media,211,87.3,80,3271,3200,3375,3275,3000,3500,3375,3275,3000,3500
2015,Nanyang Technological University,College of Engineering,Information Engineering And Media and Economics **,212,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Materials Engineering,213,82.9,76.8,3213,3100,3397,3200,3000,3600,3397,3200,3000,3600
2015,Nanyang Technological University,College of Engineering,Mechanical Engineering,214,88,80.7,3248,3200,3388,3250,3000,3600,3388,3250,3000,3600
2015,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,215,na,na,na,na,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Maritime Studies,216,95,95,3249,3200,3271,3200,3000,3300,3271,3200,3000,3300
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",217,79.3,56.9,3284,2800,3457,2800,2200,3000,3457,2800,2200,3000
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,218,81.8,76.6,2978,3000,3045,3200,2800,3500,3045,3200,2800,3500
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,219,85.1,74.4,2921,2900,3008,3000,2600,3330,3008,3000,2600,3330
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,220,87.4,75.9,3322,3200,3496,3300,3000,3800,3496,3300,3000,3800
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,221,88,74,3238,3000,3322,3314,2604,3743,3322,3314,2604,3743
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,222,88.4,55.8,3475,3000,3753,3000,2800,3600,3753,3000,2800,3600
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,223,73.3,52,3099,3121,3264,3200,2800,3562,3264,3200,2800,3562
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,224,85.7,79.4,3260,3000,3402,3125,2700,3600,3402,3125,2700,3600
2015,Nanyang Technological University,College of Sciences,Biomedical Science (Traditional Chinese Medicine) #,225,100,100,2832,2800,2882,2800,2500,3105,2882,2800,2500,3105
2015,Nanyang Technological University,College of Sciences,Biological Sciences,226,74.6,65.3,3117,3000,3229,3190,2875,3600,3229,3190,2875,3600
2015,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,227,83.9,72.3,2960,2900,3139,3000,2800,3500,3139,3000,2800,3500
2015,Nanyang Technological University,College of Sciences,Mathematics & Economics,228,95.3,84.4,3291,3000,3440,3205,2925,3500,3440,3205,2925,3500
2015,Nanyang Technological University,College of Sciences,Mathematical Science,229,81.8,72.7,3254,3125,3402,3240,2950,3500,3402,3240,2950,3500
2015,Nanyang Technological University,College of Sciences,Physics / Applied Physics,230,82.1,69.6,3098,3000,3186,3200,2900,3400,3186,3200,2900,3400
2015,Nanyang Technological University,College of Sciences,Sports Science and Management,231,90.7,72.1,3232,3000,3307,3295,2900,3600,3307,3295,2900,3600
2015,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),232,100,100,3496,3500,3604,3504,3500,3855,3604,3504,3500,3855
2015,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),233,100,100,3551,3500,3622,3500,3500,3605,3622,3500,3500,3605
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,234,88.4,74.6,2839,2880,2999,3000,2700,3215,2999,3000,2700,3215
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),235,83,70.5,3266,3310,3310,3310,3000,3625,3310,3310,3000,3625
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,236,88.6,79.8,3317,3300,3442,3310,3000,3686,3442,3310,3000,3686
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration,237,88.2,80.3,3164,3000,3341,3000,2800,3700,3341,3000,2800,3700
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),238,96,93.1,4173,3750,4326,3800,3300,4600,4326,3800,3300,4600
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),239,97.6,97.6,2817,2850,2983,2850,2700,2960,2983,2850,2700,2960
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),240,98.6,98.6,3547,3000,3587,3000,2850,3634,3587,3000,2850,3634
2015,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),241,92.6,85.2,3230,3500,3291,3500,2800,3800,3291,3500,2800,3800
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,242,na,na,na,na,na,na,na,na,na,na,na,na
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computer Engineering) **,243,na,na,na,na,na,na,na,na,na,na,na,na
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),244,97,95,3847,3700,3890,3700,3300,4400,3890,3700,3300,4400
2015,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),245,90.3,87.1,3255,3300,3301,3300,3000,3500,3301,3300,3000,3500
2015,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),246,97.2,97.2,3597,3500,3699,3550,3200,4100,3699,3550,3200,4100
2015,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,247,100,100,4053,4000,4083,4000,4000,4400,4083,4000,4000,4400
2015,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,248,97.6,96.4,4054,4114,4099,4127,3700,4500,4099,4127,3700,4500
2015,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),249,72,60,2907,3000,2908,3000,2700,3200,2908,3000,2700,3200
2015,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),250,94.3,90.8,2989,3000,3067,3000,2800,3215,3067,3000,2800,3215
2015,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),251,93.9,89.6,3146,3000,3325,3100,2810,3500,3325,3100,2810,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),252,86.2,75.9,3256,3200,3357,3300,3000,3500,3357,3300,3000,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),253,86,82.9,3400,3300,3529,3500,3000,4000,3529,3500,3000,4000
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),254,96.5,95.3,3300,3300,3366,3350,3200,3500,3366,3350,3200,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),255,91.8,90.6,4119,4000,4252,4000,3325,4583,4252,4000,3325,4583
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),256,92.1,90.4,3452,3200,3589,3300,3000,3700,3589,3300,3000,3700
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),257,82.6,73.9,3768,3735,3812,3800,3500,4420,3812,3800,3500,4420
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),258,88.1,85.7,3318,3430,3337,3450,3000,3670,3337,3450,3000,3670
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),259,96.1,94.7,3624,3475,3724,3500,3300,4030,3724,3500,3300,4030
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),260,100,95,3121,3200,3391,3350,3050,3790,3391,3350,3050,3790
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),261,83.3,80,3279,3200,3422,3300,3000,3600,3422,3300,3000,3600
2015,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,262,96.9,96.9,4866,4600,4910,4700,4200,5800,4910,4700,4200,5800
2015,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery #,263,100,100,4352,4500,4729,4900,4500,5000,4729,4900,4500,5000
2015,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),264,97.3,97.3,3175,3200,3356,3400,3200,3445,3356,3400,3200,3445
2015,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),265,100,100,3219,3200,3466,3435,3300,3700,3466,3435,3300,3700
2015,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,266,82.4,41.2,3244,3200,3344,3300,3000,3600,3344,3300,3000,3600
2015,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,267,na,na,na,na,na,na,na,na,na,na,na,na
2015,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),268,85.2,77.8,3203,3000,3355,3100,3000,4000,3355,3100,3000,4000
2015,National University of Singapore,Faculty of Science,Bachelor of Science,269,84.3,64.2,2859,2900,3052,3000,2620,3200,3052,3000,2620,3200
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),270,83.9,76.2,3245,3200,3321,3300,3000,3600,3321,3300,3000,3600
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,271,na,na,na,na,na,na,na,na,na,na,na,na
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,272,99,97.9,3431,3500,3717,3500,3400,3929,3717,3500,3400,3929
2015,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,273,71.9,59.4,3400,3462,3433,3500,3238,3550,3433,3500,3238,3550
